id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,47888,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000493394,1703000593692,100298,8,648,1703000493394,1703000593692,100298,8,648,0,0,0,0,0,60,81.0,53.152072933638784,212,60,81.0,53.152072933638784,212,0,0.0,0.0,0,0,14328.285714285716,33560.91156248236,89964,0,14328.285714285716,33560.91156248236,89964,0,0.0,0.0,0,1,0,0,0,7,2,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,HTTP,Web,0,6,192.168.137.15,,,Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html),
1,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,51852,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000623733,1703000689111,65378,7,518,1703000623733,1703000689111,65378,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1023,10896.333333333332,12489.387986073085,33796,1023,10896.333333333332,12489.387986073085,33796,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
2,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,51876,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000623733,1703000689111,65378,7,518,1703000623733,1703000689111,65378,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1023,10896.333333333332,12489.387986073085,33796,1023,10896.333333333332,12489.387986073085,33796,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
3,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,52528,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000623744,1703000689116,65372,7,518,1703000623744,1703000689116,65372,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1009,10895.333333333334,12493.378224750368,33803,1009,10895.333333333334,12493.378224750368,33803,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
4,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,49406,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000623646,1703000689116,65470,7,518,1703000623646,1703000689116,65470,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1017,10911.666666666666,12602.599615423267,34053,1017,10911.666666666666,12602.599615423267,34053,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
5,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,55314,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000754799,1703000820186,65387,7,518,1703000754799,1703000820186,65387,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1026,10897.833333333332,12488.957961602187,33797,1026,10897.833333333332,12488.957961602187,33797,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
6,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,48610,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000493430,1703000558038,64608,7,518,1703000493430,1703000558038,64608,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1019,10768.0,12205.02824249088,33017,1019,10768.0,12205.02824249088,33017,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
7,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,48648,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000493432,1703000558038,64606,7,518,1703000493432,1703000558038,64606,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1017,10767.666666666668,12205.34777327818,33017,1017,10767.666666666668,12205.34777327818,33017,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
8,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,48802,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,80,6,4,0,0,1703000493433,1703000558039,64606,7,518,1703000493433,1703000558039,64606,7,518,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1015,10767.666666666668,12205.823014719928,33018,1015,10767.666666666668,12205.823014719928,33018,0,0.0,0.0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,,,,,
9,0,162.159.140.98,8c:ae:4c:dd:1e:39,8c:ae:4c,443,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,54018,6,4,0,0,1703000483990,1703001189450,705460,223,16679,1703000483990,1703001189450,705460,223,16679,0,0,0,0,0,60,74.79372197309415,19.930793686790697,144,60,74.79372197309415,19.930793686790697,144,0,0.0,0.0,0,0,3177.747747747748,3942.0486622488415,10076,0,3177.747747747748,3942.0486622488415,10076,0,0.0,0.0,0,0,0,0,0,223,106,0,0,0,0,0,0,223,106,0,0,0,0,0,0,0,0,0,0,TLS,Web,0,6,,,,,
10,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,25,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMTP,Email,1,1,,,,,
11,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,135,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RPC,RPC,1,1,,,,,
12,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,53,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,1,1,,,,,
13,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,113,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
14,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,3389,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RDP,RemoteAccess,1,1,,,,,
15,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,23,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telnet,RemoteAccess,1,1,,,,,
16,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,199,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
17,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,35188,192.168.137.15,0c:8b:95:09:c6:08,0c:8b:95,110,6,4,0,0,1703000485021,1703000485021,0,1,60,1703000485021,1703000485021,0,1,60,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POP3,Email,1,1,,,,,
