Timestamp,TargetIP,Attack,TransactionID
2023-03-13 00:19:07.516,185.175.0.8,Recon. Range: 2000,0
2023-03-13 00:19:07.54,185.175.0.8,Recon. Complete,1048575
2023-03-13 00:19:07.54,185.175.0.8,Recon. Range: 2000,0
2023-03-13 00:19:07.54,185.175.0.8,Recon. Complete,1048575
2023-03-13 00:19:07.54,185.175.0.8,Recon. Range: 125,0
2023-03-13 00:19:07.541,185.175.0.8,Recon. Complete,1048575
2023-03-13 00:19:07.541,185.175.0.8,Recon. Range: 125,0
2023-03-13 00:19:07.541,185.175.0.8,Recon. Complete,1048575
2023-03-13 00:39:07.545,185.175.0.8,Brute force or specific coil. Address: 13,5
2023-03-13 00:39:07.545,185.175.0.8,Brute force or specific - Complete,65535
2023-03-13 00:39:07.546,185.175.0.8,Brute force or specific coil. Address: 14,5
2023-03-13 00:39:07.546,185.175.0.8,Brute force or specific - Complete,65535
2023-03-13 00:39:07.546,185.175.0.8,Brute force or specific coil. Address: 8,5
2023-03-13 00:39:07.546,185.175.0.8,Brute force or specific - Complete,65535
2023-03-13 00:39:07.546,185.175.0.8,Replay,20900
2023-03-13 00:39:07.546,185.175.0.8,Replay - Complete,65535
2023-03-13 00:39:07.546,185.175.0.8,Replay,20900
2023-03-13 00:39:07.547,185.175.0.8,Replay - Complete,65535
2023-03-13 00:39:07.547,185.175.0.8,Replay,20900
2023-03-13 00:39:07.547,185.175.0.8,Replay - Complete,65535
2023-03-13 00:39:07.547,185.175.0.8,Replay,20900
2023-03-13 00:39:07.547,185.175.0.8,Replay - Complete,65535
2023-03-13 00:39:07.547,185.175.0.8,Replay,20900
2023-03-13 00:39:07.548,185.175.0.8,Replay - Complete,65535
2023-03-13 01:04:07.553,185.175.0.8,Length manipulation,0
2023-03-13 01:04:07.554,185.175.0.8,Length manipulation - Complete,1048575
2023-03-13 01:04:07.554,185.175.0.8,Length manipulation,0
2023-03-13 01:04:07.554,185.175.0.8,Length manipulation - Complete,1048575
2023-03-13 01:04:07.555,185.175.0.8,Length manipulation,0
2023-03-13 01:04:07.555,185.175.0.8,Length manipulation - Complete,1048575
2023-03-13 01:04:07.556,185.175.0.8,Length manipulation,0
2023-03-13 01:04:07.556,185.175.0.8,Length manipulation - Complete,1048575
2023-03-13 01:30:07.561,185.175.0.8,Payload injection,0
2023-03-13 01:30:07.561,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 01:30:07.561,185.175.0.8,Payload injection,0
2023-03-13 01:30:07.562,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 01:30:07.562,185.175.0.8,Payload injection,0
2023-03-13 01:30:07.562,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 01:30:07.562,185.175.0.8,Payload injection,0
2023-03-13 01:30:07.563,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 01:47:07.563,185.175.0.8,Stacked Modbus Frames,0
2023-03-13 01:47:07.563,185.175.0.8,Stacked Modbus Frames - Complete,1048575
2023-03-13 01:47:07.563,185.175.0.8,Stacked Modbus Frames,0
2023-03-13 01:47:07.564,185.175.0.8,Stacked Modbus Frames - Complete,1048575
2023-03-13 01:47:07.564,185.175.0.8,Stacked Modbus Frames,0
2023-03-13 01:47:07.564,185.175.0.8,Stacked Modbus Frames - Complete,1048575
2023-03-13 01:47:07.564,185.175.0.8,Stacked Modbus Frames,0
2023-03-13 01:47:07.564,185.175.0.8,Stacked Modbus Frames - Complete,1048575
2023-03-13 02:16:07.565,185.175.0.8,Payload injection,0
2023-03-13 02:16:07.565,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 02:16:07.565,185.175.0.8,Payload injection,0
2023-03-13 02:16:07.565,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 02:16:07.566,185.175.0.8,Payload injection,0
2023-03-13 02:16:07.566,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 02:16:07.566,185.175.0.8,Payload injection,0
2023-03-13 02:16:07.566,185.175.0.8,Payload injection - Complete,1048575
2023-03-13 02:39:07.566,185.175.0.8,Brute force or specific coil. Address: 13,5
2023-03-13 02:39:07.567,185.175.0.8,Brute force or specific - Complete,65535
2023-03-13 02:39:07.567,185.175.0.8,Brute force or specific coil. Address: 14,5
2023-03-13 02:39:07.567,185.175.0.8,Brute force or specific - Complete,65535
2023-03-13 02:39:07.567,185.175.0.8,Brute force or specific coil. Address: 8,5
2023-03-13 02:39:07.567,185.175.0.8,Brute force or specific - Complete,65535
2023-03-13 02:39:07.568,185.175.0.8,Replay,20905
2023-03-13 02:39:07.568,185.175.0.8,Replay - Complete,65535
2023-03-13 02:39:07.568,185.175.0.8,Replay,20905
2023-03-13 02:39:07.568,185.175.0.8,Replay - Complete,65535
2023-03-13 02:39:07.568,185.175.0.8,Replay,20905
