Timestamp,TargetIP,Attack,TransactionID
2023-03-25 00:08:29.948,185.175.0.2,"Starting Frame Stacking... ",54048
2023-03-25 00:08:29.95,185.175.0.2,Frame Stacking... Complete,54048
2023-03-25 00:35:31.738,185.175.0.2,False Data Injection Attack,55640
2023-03-25 00:57:32.625,185.175.0.2,"Starting Query flooding.. ",56933
2023-03-25 01:26:37.622,185.175.0.2,"Starting Length manipulation... ",58645
2023-03-25 01:26:37.622,185.175.0.2,Length manipulation.. Complete,58645
2023-03-25 01:54:37.7,185.175.0.2,"Starting Length manipulation... ",60282
2023-03-25 01:54:37.701,185.175.0.2,Length manipulation.. Complete,60282
2023-03-25 02:15:39.463,185.175.0.2,Baseline Replay: In position,61512
2023-03-25 02:44:40.242,185.175.0.2,"Starting Length manipulation... ",63221
2023-03-25 02:44:40.243,185.175.0.2,Length manipulation.. Complete,63221
2023-03-25 03:07:44.27,185.175.0.2,"Starting Length manipulation... ",64570
2023-03-25 03:07:44.271,185.175.0.2,Length manipulation.. Complete,64570
2023-03-25 03:22:48.49,185.175.0.2,Baseline Replay: In position,65447
2023-03-25 03:43:49.991,185.175.0.2,"Starting Query flooding.. ",1148
2023-03-25 04:11:50.042,185.175.0.2,Baseline Replay: In position,2795
2023-03-25 04:28:51.206,185.175.0.2,"Starting Length manipulation... ",3797
2023-03-25 04:28:51.206,185.175.0.2,Length manipulation.. Complete,3797
2023-03-25 04:55:55.176,185.175.0.2,Baseline Replay: In position,5472
2023-03-25 05:17:57.658,185.175.0.2,False Data Injection Attack,6769
2023-03-25 05:36:00.336,185.175.0.2,Baseline Replay: In position,7865
2023-03-25 06:05:01.534,185.175.0.2,"Starting Frame Stacking... ",9572
2023-03-25 06:05:01.534,185.175.0.2,Frame Stacking... Complete,9572
2023-03-25 06:23:04.447,185.175.0.2,Delay Response Attack: Delaying response by 8633 milliseconds,10632
2023-03-25 06:23:13.081,185.175.0.2,Delay response: Sending response to client,10632
2023-03-25 06:46:08.61,185.175.0.2,"Starting Query flooding.. ",11980
2023-03-25 07:12:11.633,185.175.0.2,False Data Injection Attack,13513
2023-03-25 07:27:15.586,185.175.0.2,"Starting Query flooding.. ",14398
2023-03-25 07:56:16.875,185.175.0.2,"Starting Payload Injection... ",16106
2023-03-25 07:56:16.875,185.175.0.2,Payload Injection.. Complete,16106
2023-03-25 08:13:18.439,185.175.0.2,Delay Response Attack: Delaying response by 9645 milliseconds,17106
2023-03-25 08:13:28.086,185.175.0.2,Delay response: Sending response to client,17106
2023-03-25 08:31:21.624,185.175.0.2,"Starting Query flooding.. ",18160
2023-03-25 08:57:24.574,185.175.0.2,Delay Response Attack: Delaying response by 6713 milliseconds,19774
2023-03-25 08:57:31.288,185.175.0.2,Delay response: Sending response to client,19774
2023-03-25 09:13:24.797,185.175.0.2,Baseline Replay: In position,20706
2023-03-25 09:28:28.731,185.175.0.2,Baseline Replay: In position,21593
